name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Sceaux,2009-12-23,4.2,-0.8,1.9,4.2,-4.1,-0.2,1.2,95.2,0,0,0,,0,0,28.2,12.9,169.4,994.7,91.8,6.6,,,,,2009-12-23T08:42:17,2009-12-23T16:57:45,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-24,5.9,0.7,2.7,4.4,-1.9,0.5,2.4,97.7,4.062,100,25,rain,0,0,26.8,15.2,86.1,987,83.8,2.7,,,,,2009-12-24T08:42:41,2009-12-24T16:58:21,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-25,7.1,2.6,4.4,4,-2.3,0.8,2,84.8,2.053,100,25,rain,0,0,50.4,24.2,259.2,998.9,61.8,18.8,,,,,2009-12-25T08:43:02,2009-12-25T16:59:01,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-26,6.1,0.1,2.2,3.8,-3,-0.4,0.2,87,0.062,100,8.33,"rain,snow",0,0,24.5,11.9,188.6,1008.3,28.7,18.6,,,,,2009-12-26T08:43:20,2009-12-26T16:59:43,0.33,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-27,8.2,1.7,4.4,5.1,-2,1,1.5,82.1,0.244,100,8.33,rain,0,0,46.4,23.8,225.2,1005.9,53.7,23.7,,,,,2009-12-27T08:43:35,2009-12-27T17:00:28,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-28,6,1.4,3.3,3.7,-0.1,1.2,2.1,92,0.239,100,8.33,rain,0,0,27.5,14.6,120.2,1004.2,61.8,12.7,,,,,2009-12-28T08:43:47,2009-12-28T17:01:16,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-29,12.7,3.2,8.3,12.7,-0.4,7.2,7.3,93.3,7.949,100,45.83,rain,0,0,42.5,19.7,188.6,995.4,91.5,11.9,,,,,2009-12-29T08:43:56,2009-12-29T17:02:06,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-30,10.9,8.3,9.9,10.9,7.1,9.4,8.4,90.6,3.184,100,29.17,rain,0,0,40.7,18.7,207.5,993,89.2,18,,,,,2009-12-30T08:44:02,2009-12-30T17:02:59,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-31,8.1,0.9,5.4,7,-4,2.8,4.7,95.6,6.516,100,33.33,rain,0,0,36.4,19.9,344.5,992.7,96.1,7.8,,,,,2009-12-31T08:44:05,2009-12-31T17:03:54,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-01,0.9,-0.5,0.3,-3.3,-5.4,-4.2,-2.7,80.8,0,0,0,,0,0,43.1,21.6,355.9,1001.2,77,13.2,33.7,3,2,,2010-01-01T08:44:05,2010-01-01T17:04:52,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-02,3,-2.2,0,-0.6,-4.6,-2.9,-2.3,84.5,0,0,0,,0,0,30.7,15.6,259.8,1018.2,40.5,14.9,41.4,3.7,2,,2010-01-02T08:44:01,2010-01-02T17:05:52,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-03,3.7,-2.8,-0.2,3.6,-7.8,-2.3,-2.2,86.6,0,0,0,,0,0,30.3,18.9,34.2,1021.3,39.5,8.9,53.2,4.5,3,,2010-01-03T08:43:55,2010-01-03T17:06:55,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-04,-1.6,-6.3,-4.1,-5.4,-11.6,-8.4,-7.5,77.3,0,0,0,,0,0,27.8,15.8,37.4,1018.7,33.8,10.7,67.2,5.8,3,,2010-01-04T08:43:46,2010-01-04T17:07:59,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-05,-0.3,-4.7,-2.9,-1,-6.9,-3.8,-6.7,75.4,0,0,0,,0,0,14.5,7,107.3,1008.5,58.1,11.3,51.1,4.5,2,,2010-01-05T08:43:34,2010-01-05T17:09:06,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-06,-2.6,-3.9,-3.3,-3.3,-8.5,-6.8,-5.2,86.7,0.006,100,4.17,snow,0,0,23.8,12.9,149.9,1003.3,92.7,7.7,25.8,2.2,1,,2010-01-06T08:43:19,2010-01-06T17:10:15,0.7,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-07,-2.1,-6.7,-3.6,-4.4,-8.9,-6.9,-5.7,86.1,0.724,100,20.83,snow,0,0,25.9,14.6,19.5,1008.9,52.6,5.2,50.2,4.2,3,,2010-01-07T08:43:01,2010-01-07T17:11:26,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-08,-2.5,-7.3,-4.9,-6.6,-13.1,-10,-7.3,83.7,0,0,0,,0,0,61.6,30,9.2,1015.8,50.5,5.6,59.2,5.3,3,,2010-01-08T08:42:40,2010-01-08T17:12:39,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-09,-1.2,-3.7,-2.5,-6.3,-11,-8.6,-5.2,81.8,0.012,100,8.33,snow,0,0,57.1,27.3,13.3,1014.3,99.8,8.5,30.8,2.6,2,,2010-01-09T08:42:16,2010-01-09T17:13:54,0.8,"Snow, Overcast",Cloudy skies throughout the day with morning snow.,snow,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-10,-0.5,-1.3,-1,-0.6,-6.4,-3.5,-2.8,87.7,0,0,0,,0,0,34.5,17.3,8.5,1014.8,99.9,7.5,41.8,3.5,2,,2010-01-10T08:41:50,2010-01-10T17:15:10,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-11,0.4,-1.2,-0.5,0.4,-2.9,-1.2,-2.8,84.3,0,0,0,,0,0,16.8,9.3,255.5,1018.5,97.4,4.6,53.3,4.6,3,,2010-01-11T08:41:20,2010-01-11T17:16:29,0.87,Overcast,Cloudy skies throughout the day.,cloudy,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-12,0.3,-1,-0.4,-0.4,-5.5,-3.2,-3.3,81.3,0.006,100,4.17,"rain,snow",0,0,36.9,16.6,129.9,1011.4,95.9,7,57.6,5,3,,2010-01-12T08:40:48,2010-01-12T17:17:49,0.9,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-13,3.4,-2.1,0.6,0.6,-6,-2.1,-0.1,94.9,0.712,100,20.83,"rain,snow",0,0,25.9,14.4,173,1002,95.8,2.9,13.7,1.2,1,,2010-01-13T08:40:12,2010-01-13T17:19:10,0.94,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-14,5.2,1.8,3.1,4.1,-1.2,1,1.8,90.9,0.311,100,16.67,rain,0,0,23.4,11.7,89.9,1004.1,85.2,8.1,52.3,4.4,3,,2010-01-14T08:39:34,2010-01-14T17:20:33,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-15,3.9,0.2,2.4,2.8,-2.7,0.5,1.3,92.8,0,0,0,,0,0,27,15.3,213.8,1020.7,95.9,5.1,33,2.8,2,,2010-01-15T08:38:54,2010-01-15T17:21:58,0,Overcast,Cloudy skies throughout the day.,cloudy,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-16,7.9,2.5,4.1,4.8,-1.8,0.3,3,92.9,7.027,100,33.33,rain,0,0,43,22,159.5,1014,93.8,8.8,19.4,1.7,1,,2010-01-16T08:38:10,2010-01-16T17:23:24,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-17,9.6,4.8,7.6,8,2.8,5.2,4.9,82.9,1.436,100,12.5,rain,0,0,61.1,29.1,259.7,1018.8,61,22.8,51.3,4.4,3,,2010-01-17T08:37:24,2010-01-17T17:24:51,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-18,4.9,3.3,4.3,4.9,1.7,3.6,3.7,96.5,0.142,100,8.33,rain,0,0,16.6,6.7,192.4,1027.5,81.3,1.5,28.9,2.6,1,,2010-01-18T08:36:36,2010-01-18T17:26:19,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-19,2.9,0.5,1.4,2.9,-3.2,-1.2,0.9,96.5,0,0,0,,0,0,26.2,13.1,102.9,1022.9,94.1,4,60.4,5.2,3,,2010-01-19T08:35:44,2010-01-19T17:27:49,0.14,Overcast,Cloudy skies throughout the day.,cloudy,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-20,5.8,-0.2,2,3.2,-4.6,-1,1.4,95.8,6.832,100,33.33,"rain,snow",0,0,27.9,15.2,156.4,1012.8,94.9,8,8.8,0.8,0,,2010-01-20T08:34:50,2010-01-20T17:29:19,0.17,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-21,6.7,3.3,4.6,6.7,0.1,2.7,2.3,84.9,0,0,0,,0,0,30.2,15.1,256.5,1020.7,96.6,13.4,37.9,3.3,2,,2010-01-21T08:33:54,2010-01-21T17:30:51,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-22,7.8,3.2,5.2,5.6,0.5,2.7,2.8,85.1,0,0,0,,0,0,26.3,15,155.8,1022.6,90.5,9.2,63.8,5.5,3,,2010-01-22T08:32:55,2010-01-22T17:32:23,0.24,Overcast,Cloudy skies throughout the day.,cloudy,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-23,4.9,2.9,3.9,4,0.6,2.7,1.9,87,0.842,100,16.67,rain,0,0,19.8,10.1,123.8,1021,92.2,9.8,27.1,2.5,1,,2010-01-23T08:31:54,2010-01-23T17:33:57,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-24,6.3,3,4.4,4.2,1.9,3,2.8,89.2,0.341,100,16.67,rain,0,0,29.5,16.7,330.9,1023.1,91,6.4,25.2,2.1,1,,2010-01-24T08:30:51,2010-01-24T17:35:31,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-25,6,2.3,4.1,6,-1.8,2.2,0.9,80,0.031,100,8.33,rain,0,0,27.5,16.5,354,1028.8,72.8,11.7,57,4.8,3,,2010-01-25T08:29:45,2010-01-25T17:37:06,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-26,1.7,-2.4,-0.6,-2.5,-8.1,-5.4,-3.4,81,0,0,0,,0,0,40.4,20.8,17.3,1035.8,93.6,5.8,63.6,5.5,3,,2010-01-26T08:28:37,2010-01-26T17:38:41,0.37,Overcast,Cloudy skies throughout the day.,cloudy,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-27,2.4,-4.9,-1.8,-0.4,-10.4,-5.8,-6.8,69.4,0,0,0,,0,0,36.3,19.6,358,1031.7,62.9,6.7,68.4,5.9,3,,2010-01-27T08:27:27,2010-01-27T17:40:17,0.41,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-28,5.7,2.2,4.2,3,-2,1.4,2,85.4,0.21,100,12.5,rain,0,0,31.4,17,281.6,1014,91.6,9.7,53.2,4.6,3,,2010-01-28T08:26:14,2010-01-28T17:41:54,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-29,6.6,1.3,3.9,3.5,-2.5,0.3,2.3,89.7,6.832,100,54.17,rain,0,0,53.6,26,262.4,995.3,88,15.7,15.3,1.3,1,,2010-01-29T08:24:59,2010-01-29T17:43:31,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-30,2.2,-1.3,0.4,-1.9,-5.5,-3.2,-2.9,78.8,0.102,100,4.17,"rain,snow",0,0,38.3,19.5,301.1,1000,37.2,16.5,71.9,6.2,3,,2010-01-30T08:23:43,2010-01-30T17:45:08,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-01-31,3.9,-1.9,0.8,0.7,-4.6,-2,-3.5,73.8,0,0,0,,0,0,28.9,14.1,244.4,1008.6,43.4,21.8,83.7,7.2,4,,2010-01-31T08:22:24,2010-01-31T17:46:46,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-01,4.7,-0.7,1.5,1.1,-4.4,-1.9,-1.7,79.8,1.022,100,8.33,"rain,snow",0,0,37.8,18.9,262,1015.2,61.4,17.9,59.5,5,3,,2010-02-01T08:21:03,2010-02-01T17:48:24,0.57,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-02,7.5,0.6,3.5,4,-2.9,0,1.8,88.4,0.739,100,25,rain,0,0,57.6,24.1,220.5,1015.3,82.4,14.8,22.6,1.9,1,,2010-02-02T08:19:41,2010-02-02T17:50:03,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-03,9.8,7.5,8.2,7.9,3.9,5.4,5.8,85.2,0.586,100,29.17,rain,0,0,50,25.1,235.5,1012.2,93.8,16.8,32.3,2.8,1,,2010-02-03T08:18:16,2010-02-03T17:51:41,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-04,9,4,6.7,6.9,1.8,4.8,2.8,76.7,0,0,0,,0,0,29.1,14.9,152.3,1010.3,59.2,18.9,81,7.1,4,,2010-02-04T08:16:50,2010-02-04T17:53:20,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-05,10.9,5.6,8,10.9,3.1,6.2,5,82.2,9.892,100,33.33,rain,0,0,33.3,17,201.7,1005,71.5,16.8,86.3,7.5,4,,2010-02-05T08:15:22,2010-02-05T17:54:59,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-06,8.1,4.9,6.1,7.2,1.9,4.1,4.8,91.5,3.232,100,45.83,rain,0,0,30.4,16,73.2,1010,96.7,14.5,42.5,3.6,3,,2010-02-06T08:13:52,2010-02-06T17:56:39,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-07,6.1,2.9,4.3,3.6,-0.3,2,1.5,82.4,0,0,0,,0,0,27.6,13.8,7.2,1020.6,97.8,7.7,71.6,6.3,3,,2010-02-07T08:12:20,2010-02-07T17:58:18,0.78,Overcast,Cloudy skies throughout the day.,cloudy,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-08,3.8,1.4,3,2.9,-1.8,0.9,0.3,82.4,0.463,100,16.67,rain,0,0,27,15.8,47.5,1008.8,99.2,5.6,70.9,6.2,3,,2010-02-08T08:10:47,2010-02-08T17:59:57,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-09,1.1,-2.9,-1.1,-1.7,-8.8,-6,-3.8,81.9,0.021,100,8.33,"rain,snow",0,0,45.8,21.2,9.7,1006.3,99.7,4.9,62.2,5.3,3,,2010-02-09T08:09:12,2010-02-09T18:01:36,0.84,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-10,1.7,-4,-2.2,-2.1,-9.2,-6.8,-5.1,80.2,0.855,100,20.83,"rain,snow",0,0,55.1,26.8,348,1011.4,63.5,7.8,55.6,4.9,3,,2010-02-10T08:07:36,2010-02-10T18:03:15,0.88,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-11,-1.4,-4.2,-2.7,-7.6,-10.9,-8.9,-5.9,78.8,0.006,100,4.17,snow,0,0,57.9,29.9,12.5,1013.4,98.4,6.5,39.1,3.3,2,,2010-02-11T08:05:58,2010-02-11T18:04:54,0.91,"Snow, Overcast",Cloudy skies throughout the day with early morning snow.,snow,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-12,0.5,-4.3,-2.4,-4.1,-9.9,-7.8,-6.3,74.7,0,0,0,,0,0,50.5,28.6,11.5,1018.6,77.3,12.1,89.8,7.7,4,,2010-02-12T08:04:18,2010-02-12T18:06:34,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-13,-2.2,-3.8,-2.9,-6.1,-9.4,-7.7,-6.3,77.6,0,0,0,,0,0,34.9,17.1,24.2,1019.1,94.4,8.1,77.6,6.7,3,,2010-02-13T08:02:38,2010-02-13T18:08:12,0.98,Overcast,Cloudy skies throughout the day.,cloudy,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-14,2.3,-2.7,-0.8,1.1,-6.7,-3.7,-6.1,68.1,0.071,100,4.17,rain,0,0,25.1,12.6,349.7,1016.4,82.5,14.6,119.4,10.3,5,,2010-02-14T08:00:55,2010-02-14T18:09:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-15,1.9,-1.9,-0.1,-1.8,-5.5,-3.3,-3.8,76.4,0,0,0,,0,0,25.7,15,221.2,1009.1,84.3,11,113.2,9.8,4,,2010-02-15T07:59:12,2010-02-15T18:11:30,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-16,3.5,-4.2,-0.6,1,-7.7,-3.6,-5.7,69.1,0,0,0,,0,0,23.1,11.9,150.3,1000.6,13.8,12.9,130.3,11.3,5,,2010-02-16T07:57:27,2010-02-16T18:13:08,0.08,Clear,Clear conditions throughout the day.,clear-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-17,4.1,-1.1,2.2,2.8,-2.4,0.7,0.3,87.4,0.179,100,16.67,"rain,snow",0,0,17.7,9,129.1,991.7,79,3.5,68.3,6.1,4,,2010-02-17T07:55:41,2010-02-17T18:14:47,0.11,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-18,10.3,1.3,4.7,10.3,-2.4,2,2.6,87.2,0.881,100,12.5,rain,0,0,52.5,24.2,192.5,995.6,81.6,14.5,74.5,6.4,3,,2010-02-18T07:53:54,2010-02-18T18:16:25,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-19,7,0.9,4.4,3.6,-3.7,1.5,-0.1,73.9,0,0,0,,0,0,39.3,21.1,253,996.7,70.1,19,114.5,9.9,5,,2010-02-19T07:52:05,2010-02-19T18:18:02,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999,remote"
Sceaux,2010-02-20,4.1,0.7,2.2,1.1,-2.5,-0.5,-0.1,84.7,0.901,100,12.5,"rain,snow",0,0,30,14.8,213.3,1000.9,43.8,16.8,104.3,9,4,,2010-02-20T07:50:16,2010-02-20T18:19:40,0.22,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-21,7.9,1.4,4.2,6.7,-2.6,1.8,1.6,83.7,0.076,100,12.5,rain,0,0,32.1,16.2,183.9,998.6,73,16.7,35.4,3.1,1,,2010-02-21T07:48:25,2010-02-21T18:21:17,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-22,13.9,5.3,9,13.9,2.2,7.4,5.5,79.7,1.853,100,29.17,rain,0,0,69.9,31.4,192,989.3,86.3,18.3,80.1,6.8,4,,2010-02-22T07:46:34,2010-02-22T18:22:54,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-23,12.8,8.3,10.2,12.8,6.1,8.9,7.9,85.8,1.711,100,45.83,rain,0,0,46,22.6,211.2,992.4,88.7,14.7,72.3,6.3,4,,2010-02-23T07:44:41,2010-02-23T18:24:31,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-24,11.3,6.3,8.4,11.3,4.2,6.4,6.2,86.5,6.25,100,45.83,rain,0,0,64.9,31.8,195.2,997,81.5,17.3,94.2,8.1,5,,2010-02-24T07:42:47,2010-02-24T18:26:08,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-25,11.9,7.7,9.3,11.9,4.9,7.4,7.4,87.7,4.609,100,33.33,rain,0,0,57.4,29,191.4,993.7,90.1,18.9,39.4,3.3,2,,2010-02-25T07:40:53,2010-02-25T18:27:44,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-26,10.2,6,8.3,10.2,1.2,5.3,2.9,70.5,2.698,100,29.17,rain,0,0,74.7,34.2,233.3,995.2,71.5,22.7,92,8,4,,2010-02-26T07:38:57,2010-02-26T18:29:20,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-27,12.3,4.4,7.9,12.3,0.8,5.9,3,73.2,2.783,100,12.5,rain,0,0,37.3,19.1,162.7,999.3,56.1,23.1,66.9,5.7,3,,2010-02-27T07:37:01,2010-02-27T18:30:56,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-02-28,12.3,5.3,8.1,12.3,1.2,4.7,4.7,80,9.552,100,54.17,rain,0,0,120,50.3,222.1,989.1,78.9,21.9,64.1,5.5,4,,2010-02-28T07:35:04,2010-02-28T18:32:31,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-03-01,10.5,1.3,6.1,10.5,-0.6,4.9,0.5,68.9,0.223,100,4.17,rain,0,0,29.2,15.1,211,1012,49.5,22,129.5,11.1,6,,2010-03-01T07:33:06,2010-03-01T18:34:06,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-03-02,10.8,4.5,7.3,10.8,1.8,5.3,1.2,67.4,2.671,100,16.67,rain,0,0,35.6,18.8,56.1,1020.5,47.1,18.8,161.6,14.1,6,,2010-03-02T07:31:08,2010-03-02T18:35:41,0.56,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-03-03,9.2,2.9,5.8,6.3,-1.2,2,-3.4,52.7,0,0,0,,0,0,48.6,28.2,66.4,1017,51.9,19.7,105.1,9.2,4,,2010-03-03T07:29:08,2010-03-03T18:37:16,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-03-04,7.3,2,4.5,3.4,-2.9,0.2,-4.8,51.5,0,0,0,,0,0,50.9,26.9,36.8,1017.4,36.7,29.1,153.3,13.4,6,,2010-03-04T07:27:08,2010-03-04T18:38:50,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-03-05,5.7,-1,2.1,3.3,-4.6,-1,-3.6,67.2,0,0,0,,0,0,32.4,18.4,358.9,1028.8,38.8,16.6,172.5,14.9,6,,2010-03-05T07:25:08,2010-03-05T18:40:24,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2010-03-06,6.1,0.6,3,2.7,-4.9,-1,-3,66.4,0,0,0,,0,0,47.2,23.2,356.4,1024.3,62.9,15.1,137.5,11.7,6,,2010-03-06T07:23:07,2010-03-06T18:41:58,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07156099999,07146099999,07145099999,07147099999,07150099999"
