name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Sceaux,2009-10-10,18.7,13.3,15.9,18.7,13.3,15.9,12.6,82.3,5.163,100,25,rain,0,0,42.8,19.8,272.9,1015.9,67.5,16.2,,,,,2009-10-10T08:03:31,2009-10-10T19:11:15,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-11,16.2,10.8,13.5,16.2,10.8,13.5,11.4,87.7,0.398,100,29.17,rain,0,0,39.2,19.3,259.2,1018,73.9,12,,,,,2009-10-11T08:05:01,2009-10-11T19:09:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-12,15.9,9.8,13.1,15.9,7.8,13,8.9,76.2,0.191,100,4.17,rain,0,0,53.6,21.7,338.5,1023.2,55.1,20.8,,,,,2009-10-12T08:06:31,2009-10-12T19:07:14,0.79,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-13,14.9,7.9,11.4,14.9,6.8,11.1,7.5,77.9,0.062,100,8.33,rain,0,0,25.2,11,348.6,1029.4,47.8,18.5,,,,,2009-10-13T08:08:02,2009-10-13T19:05:15,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-14,12.4,6.6,10.4,12.4,3.6,9.5,2.8,61.6,0,0,0,,0,0,33.7,18.3,39.4,1028.9,34.2,18.4,,,,,2009-10-14T08:09:32,2009-10-14T19:03:16,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-15,11,2.1,6.4,11,-0.9,4.3,0.2,65.5,0,0,0,,0,0,43.6,24.2,25.6,1029.9,17,17.1,,,,,2009-10-15T08:11:03,2009-10-15T19:01:18,0.9,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-16,13.4,4.9,8.8,13.4,3.1,8.2,5,77.1,0,0,0,,0,0,44.3,20.7,331.2,1028.8,72.2,15.9,,,,,2009-10-16T08:12:35,2009-10-16T18:59:21,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-17,12.3,7.8,9.7,12.3,6,8.7,6,77.6,1.04,100,25,rain,0,0,41.5,16.1,347.5,1026.2,67.5,17.5,,,,,2009-10-17T08:14:06,2009-10-17T18:57:24,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-18,12.4,4.1,7.8,12.4,2.2,6.9,3,74.3,0.009,100,8.33,rain,0,0,20.4,10.9,18.5,1024,21.5,16.7,,,,,2009-10-18T08:15:38,2009-10-18T18:55:29,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-19,10.9,1.7,6.1,10.9,1.1,5.2,0.6,70.1,0.038,100,4.17,rain,0,0,34.2,16.8,124.8,1016.4,41.9,16.5,,,,,2009-10-19T08:17:10,2009-10-19T18:53:35,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-20,15.3,3.4,9.4,15.3,0.9,8,4.1,69.9,0.081,100,8.33,rain,0,0,29.5,15,132.9,1001.8,72,19.8,,,,,2009-10-20T08:18:43,2009-10-20T18:51:41,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-21,14.3,10.5,12.1,14.3,10.5,12.1,9.6,85.3,4.708,100,62.5,rain,0,0,34.1,15,162.8,997.9,86.1,15,,,,,2009-10-21T08:20:16,2009-10-21T18:49:49,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-22,15,9.8,11.9,15,8.1,11.8,9.1,84,0.162,100,12.5,rain,0,0,25.9,12.4,163.2,1000.6,84.5,15.3,,,,,2009-10-22T08:21:49,2009-10-22T18:47:58,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-23,14.3,9.6,11.6,14.3,8.2,11.4,10,90.4,1.347,100,16.67,rain,0,0,26.1,13.8,209.6,1011,79.1,13.5,,,,,2009-10-23T08:23:22,2009-10-23T18:46:07,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-24,17.6,10.9,14.6,17.6,10.9,14.6,13.8,94.6,2.714,100,54.17,rain,0,0,39.9,15,196.7,1012.2,96.3,14.2,,,,,2009-10-24T08:24:56,2009-10-24T18:44:18,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-25,15.5,9.8,12,15.5,8.5,11.8,9.6,86.2,0.105,100,8.33,rain,0,0,33.5,12.1,243.6,1017,39.9,18.5,,,,,2009-10-25T07:26:30,2009-10-25T17:42:30,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-26,16.5,7.8,11.4,16.5,6.6,11.1,8.1,81.1,0.058,100,4.17,rain,0,0,29.8,13.4,259.1,1020.6,36.4,20.3,,,,,2009-10-26T07:28:04,2009-10-26T17:40:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-27,16.5,5.6,10.4,16.5,5.6,10.3,7.3,82.8,0.062,100,8.33,rain,0,0,30.1,15.1,121.7,1021.2,38.9,12.8,,,,,2009-10-27T07:29:39,2009-10-27T17:38:58,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-28,17.5,6.5,11,17.5,6.5,10.9,8,82.8,0.004,100,4.17,rain,0,0,16,6.9,156.6,1019,73.5,12.2,,,,,2009-10-28T07:31:13,2009-10-28T17:37:14,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-29,15.7,8.8,11.4,15.7,7.8,11.2,9.3,87.6,0.165,100,4.17,rain,0,0,25.5,12.8,48.3,1021.5,62.8,6.8,,,,,2009-10-29T07:32:48,2009-10-29T17:35:32,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-30,9.5,7,8.2,8.5,5.9,7.2,7.4,94.4,0,0,0,,0,0,22,11.4,109,1023.1,92.7,3.4,,,,,2009-10-30T07:34:23,2009-10-30T17:33:50,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-10-31,15.6,6.9,11,15.6,6.2,10.8,9.6,91.3,0.118,100,20.83,rain,0,0,18.4,10.4,184.6,1023.3,90.1,4.3,,,,,2009-10-31T07:35:58,2009-10-31T17:32:11,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-01,17.3,11.5,14.1,17.3,11.5,14.1,13.3,95.4,11.015,100,45.83,rain,0,0,53.5,25.9,201.5,1011.5,95.8,6.1,,,,,2009-11-01T07:37:33,2009-11-01T17:30:32,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-02,11.6,6.7,9.3,11.6,4.9,8.1,7,85.7,1.833,100,16.67,rain,0,0,59.4,20.6,238.9,1004.5,59.2,18.8,,,,,2009-11-02T07:39:09,2009-11-02T17:28:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-03,13.1,6.6,10,13.1,4.8,9.1,9.1,93.6,5.604,100,54.17,rain,0,0,57.6,25.4,208.3,996,90.1,12.4,,,,,2009-11-03T07:40:44,2009-11-03T17:27:20,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-04,11.2,7.3,9.1,11.2,4.1,7,6,81.1,1.997,100,25,rain,0,0,51.1,25.1,238.2,992.1,58,20.2,,,,,2009-11-04T07:42:19,2009-11-04T17:25:47,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-05,11.9,6.5,8.5,11.9,3.5,6.4,6.2,85.9,3.193,100,12.5,rain,0,0,39.2,19.2,231.1,997.1,66.7,19.7,,,,,2009-11-05T07:43:55,2009-11-05T17:24:15,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-06,11.5,5.4,8,11.5,3.1,6.1,5.5,84.5,0.125,100,16.67,rain,0,0,38.9,19.8,213.5,1006.1,57.7,20.5,,,,,2009-11-06T07:45:30,2009-11-06T17:22:45,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-07,10.1,5.2,8,10.1,3,5.9,6,87.9,2.325,100,25,rain,0,0,50,21.2,237.8,999.6,65.5,19.3,,,,,2009-11-07T07:47:06,2009-11-07T17:21:16,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-08,8.5,4.7,6.5,7,1.4,4.1,4.9,89.6,0.731,100,16.67,rain,0,0,35.3,17.7,115.6,1002.6,83.5,16.7,,,,,2009-11-08T07:48:41,2009-11-08T17:19:50,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-09,9.8,3.8,6.5,7.8,0,3.8,4.4,86.7,0.058,100,4.17,rain,0,0,38.3,16.8,346.3,1014,69.1,12,,,,,2009-11-09T07:50:16,2009-11-09T17:18:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-10,8.9,3.4,6.3,8.4,1.5,5.2,4.6,89.2,0.006,100,4.17,rain,0,0,24.6,12.2,276.2,1013.4,65.7,11.9,,,,,2009-11-10T07:51:51,2009-11-10T17:17:02,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-11,9.6,4.3,5.8,7.8,1.8,4.1,4.3,90.6,0,0,0,,0,0,24.8,13.1,159.8,1009.4,69.5,6.6,,,,,2009-11-11T07:53:26,2009-11-11T17:15:41,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-12,13.3,5.8,10.2,13.3,2.8,9.4,8.7,90.7,0.246,100,12.5,rain,0,0,35.8,15.3,194.2,1007.6,89.8,12.7,,,,,2009-11-12T07:55:00,2009-11-12T17:14:23,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-13,17.6,12.1,14.4,17.6,12.1,14.4,10.4,77.5,0,0,0,,0,0,45.7,19.1,189.9,1008,76.3,25,,,,,2009-11-13T07:56:34,2009-11-13T17:13:06,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-14,15.1,11,13.2,15.1,11,13.2,8.5,73.6,1.89,100,16.67,rain,0,0,74.3,32.1,205.1,1005.5,55.9,24.8,,,,,2009-11-14T07:58:08,2009-11-14T17:11:51,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-15,13.8,10.1,11.6,13.8,10.1,11.6,8.8,83.4,0.78,100,8.33,rain,0,0,38.9,18,194,1010.6,73.1,18.5,,,,,2009-11-15T07:59:41,2009-11-15T17:10:39,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-16,15.6,10.3,13.2,15.6,10.3,13.2,11.3,89,1.539,100,20.83,rain,0,0,45.5,20.7,194.7,1007.5,92.1,16.1,,,,,2009-11-16T08:01:14,2009-11-16T17:09:29,0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-17,12.8,9.7,10.6,12.8,7.8,10.4,9.4,92,3.026,100,33.33,rain,0,0,33.5,16.3,213.6,1013.6,83.9,16,,,,,2009-11-17T08:02:46,2009-11-17T17:08:21,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-18,13.3,8.8,10.4,13.3,6.3,9.2,8.2,86.2,0,0,0,,0,0,51.4,26.3,209,1021.3,61.8,17.8,,,,,2009-11-18T08:04:18,2009-11-18T17:07:15,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-19,13.3,6.8,9.6,13.3,4.7,8.6,7.9,89.7,0.14,100,4.17,rain,0,0,26.1,14.3,179.4,1020.5,43.1,12.2,,,,,2009-11-19T08:05:49,2009-11-19T17:06:12,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-20,15.7,8.9,12.2,15.7,7.6,11.9,9.5,83.5,0.004,100,4.17,rain,0,0,34.9,15.3,191,1019.7,46.6,17.3,,,,,2009-11-20T08:07:19,2009-11-20T17:05:11,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-21,16,11.3,13.9,16,11.3,13.9,9.8,77,0.88,100,12.5,rain,0,0,33.5,15.4,166.6,1019.4,62.7,16.3,,,,,2009-11-21T08:08:48,2009-11-21T17:04:12,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-22,14.8,8.5,11.2,14.8,5.3,10.6,8.3,82.8,5.633,100,33.33,rain,0,0,76.9,34.4,210.2,1012.5,68.5,20.6,,,,,2009-11-22T08:10:17,2009-11-22T17:03:16,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-23,13.1,8.4,11.2,13.1,4.9,10.1,8.5,83.7,1.694,100,16.67,rain,0,0,72.6,31.1,221.7,1011.1,86.7,19.4,,,,,2009-11-23T08:11:44,2009-11-23T17:02:22,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-24,14.4,11.9,13.3,14.4,11.9,13.3,10.3,82.3,1.701,100,25,rain,0,0,49,25.6,227.5,1015.5,87.4,17.8,,,,,2009-11-24T08:13:11,2009-11-24T17:01:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-25,11.7,8.3,9.9,11.7,5.3,8.6,7.4,84.5,1.336,100,16.67,rain,0,0,57.6,27.9,205.4,1009.7,59.1,19.6,,,,,2009-11-25T08:14:37,2009-11-25T17:00:43,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-26,11.4,7,9.1,11.4,3.4,7.3,6.7,85,1.194,100,29.17,rain,0,0,61.2,25.8,209.3,1010.3,60.3,21.1,,,,,2009-11-26T08:16:01,2009-11-26T16:59:57,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-27,10.3,6.8,8.6,10.3,3.4,5.9,4.9,77.7,0.346,100,8.33,rain,0,0,70.6,28.2,224.1,1006.9,60.4,23.7,,,,,2009-11-27T08:17:24,2009-11-27T16:59:14,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-28,10.4,6.7,9,10.4,3.3,6.6,6.6,85,2.415,100,33.33,rain,0,0,67.7,31.2,202.6,1002.8,90.8,22.4,,,,,2009-11-28T08:18:46,2009-11-28T16:58:34,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-29,10.6,5.8,8.7,10.6,3.1,6.5,4.8,77.3,2.446,100,25,rain,0,0,70.6,29.6,192.3,993.9,84.2,24.4,,,,,2009-11-29T08:20:06,2009-11-29T16:57:57,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-11-30,7,4.5,5.7,6.5,1.6,3.3,4.2,90.1,1.409,100,8.33,rain,0,0,37.1,16.6,191.2,996.6,86.6,17.9,,,,,2009-11-30T08:21:25,2009-11-30T16:57:22,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-01,8.2,5,6.4,6,1.9,3.8,3.3,80.6,0.143,100,8.33,rain,0,0,35.6,18.5,294.7,1010.2,76.9,18.6,,,,,2009-12-01T08:22:43,2009-12-01T16:56:50,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-02,10,4.5,6.8,10,0.3,3.8,5.2,89.5,2.855,100,37.5,rain,0,0,45.1,21.1,181.4,1005.7,86,15.2,,,,,2009-12-02T08:23:59,2009-12-02T16:56:21,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-03,10.3,3.6,8.4,10.3,0.5,6.1,5.7,83.2,0.195,100,16.67,rain,0,0,53.3,25.8,230.5,1002.7,79.8,22.9,,,,,2009-12-03T08:25:13,2009-12-03T16:55:55,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-04,8.4,1.6,5,6.4,-0.6,2.5,2.2,82.8,1.036,100,12.5,rain,0,0,34.8,18.2,235.6,1010,59.5,19.7,,,,,2009-12-04T08:26:25,2009-12-04T16:55:32,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-05,12.5,5.3,9.5,12.5,1.6,8.1,8.1,91.4,3.006,100,41.67,rain,0,0,45.8,24.7,199.9,1008.2,94,13.5,,,,,2009-12-05T08:27:36,2009-12-05T16:55:12,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-06,13,6.7,10.7,13,4.6,10.2,8,83.5,2.558,100,20.83,rain,0,0,66.2,32.8,200.9,1005.9,62.6,20.6,,,,,2009-12-06T08:28:45,2009-12-06T16:54:55,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-07,10.1,4.6,7.1,10.1,2.1,4.9,6,92.6,1.11,100,12.5,rain,0,0,67,25.2,190.3,1008.4,63.3,13.4,,,,,2009-12-07T08:29:51,2009-12-07T16:54:40,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-08,7.9,4.6,6.7,6,1.4,4.1,4.3,84.9,0.818,100,20.83,rain,0,0,50,23.4,231.3,1014.7,57.7,22,,,,,2009-12-08T08:30:56,2009-12-08T16:54:29,0.72,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-09,12.9,7.8,10.7,12.9,5.6,10,10.3,97.5,4.029,100,45.83,rain,0,0,29.1,14.2,190.1,1021.6,98.8,5.7,,,,,2009-12-09T08:31:59,2009-12-09T16:54:21,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-10,12.8,5.3,9.8,12.8,4.2,9.2,7.4,85.7,2.143,100,12.5,rain,0,0,46.4,18.7,294.4,1027.6,56.4,17.5,,,,,2009-12-10T08:32:59,2009-12-10T16:54:16,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-11,9.2,3.5,6.4,6.8,1.3,3.9,3.9,84.6,0.145,100,12.5,rain,0,0,39.1,20.2,8.3,1028.5,44.2,17.1,,,,,2009-12-11T08:33:57,2009-12-11T16:54:14,0.82,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-12,6.3,2.8,4.2,2.9,-1.6,0.4,1.3,81.4,0,0,0,,0,0,44.2,22.2,26.2,1025.6,67.6,15.3,,,,,2009-12-12T08:34:53,2009-12-12T16:54:15,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-13,3,-0.1,1.6,-1.2,-5.1,-3,-1.5,80.1,0.058,100,4.17,rain,0,0,40.9,20.8,25.5,1021.5,67.3,13.1,,,,,2009-12-13T08:35:46,2009-12-13T16:54:19,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-14,0.5,-1.8,-0.4,-4.4,-7.3,-5.5,-5.6,68.4,0,0,0,,0,0,42.6,22,43,1017.9,55,15.2,,,,,2009-12-14T08:36:37,2009-12-14T16:54:26,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-15,-0.2,-3.5,-1.5,-4.1,-8.2,-5.9,-6.8,67.6,0,0,0,,0,0,40.9,18.1,41.9,1016.2,61.2,16.6,,,,,2009-12-15T08:37:26,2009-12-15T16:54:36,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-16,0.9,-4.3,-1.6,-0.7,-6.3,-4.3,-6.5,69.8,0,0,0,,0,0,24.1,11.8,351.3,1012.6,49.6,13.3,,,,,2009-12-16T08:38:12,2009-12-16T16:54:49,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-17,0.9,-4.1,-1.6,-0.9,-7.3,-4.4,-3.3,88.6,0.515,100,29.17,"rain,snow",4,2.5,25,12.9,211.4,1006.3,96.7,5.1,,,,,2009-12-17T08:38:55,2009-12-17T16:55:05,0.03,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-18,0.9,-5.2,-2.2,-3,-10,-6.9,-4.5,85,0.266,100,12.5,"rain,snow",0,3.8,44.2,25.5,7.9,1006,66.9,9.5,,,,,2009-12-18T08:39:36,2009-12-18T16:55:24,0.06,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-19,-1.7,-4.7,-3.2,-2.7,-8.6,-6.9,-7.5,73.1,0,0,0,,0,2.9,29,14.7,338.2,1010,60.5,14.7,,,,,2009-12-19T08:40:14,2009-12-19T16:55:46,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-20,2,-4.1,-1.2,-1.1,-8.3,-5.1,-2.6,90.7,0.638,100,16.67,"rain,snow",0.6,2.3,53.1,23.8,218.1,1002.7,69.8,8,,,,,2009-12-20T08:40:49,2009-12-20T16:56:12,0.13,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-21,2.4,-4.6,-0.1,0.2,-8.1,-2.6,-0.8,95.2,0.255,100,29.17,"rain,snow",0.4,2.5,21.9,12.1,152.8,994.9,90.6,4.8,,,,,2009-12-21T08:41:21,2009-12-21T16:56:40,0.16,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
Sceaux,2009-12-22,2.6,1.2,1.8,2.6,-2.5,0.2,1.3,96.7,0.9,100,29.17,"rain,snow",0,0.5,30.2,14.5,228.2,988.1,96,3.5,,,,,2009-12-22T08:41:51,2009-12-22T16:57:11,0.19,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07147099999,07150099999"
